,Cites,Authors,Title,Year,Source,Publisher,Type,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,"Contains keyword ""SEI""?","Contains keyword ""cathode""?","Contains keyword ""anode""?","Contains keyword ""efficiency""?","Contains keyword ""electrode""?"
2273,125,"W Xu, SSS Vegunta, JC Flake",Surface-modified silicon nanowire anodes for lithium-ion batteries,2011,Journal of Power Sources,Elsevier,,13.89,42,3,9,"?€? electrolyte interphase (SEI) layer formed on the anode surface during charge/discharge cycles [9]. The SEI layer formed on graphite anodes is known to limit irreversible reactions with the electrolyte and to help maintain mechanical integrity while allowing ion transport [10], [11 ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2274,123,"YJ Cho, HS Kim, H Im, Y Myung, GB Jung?€?",Nitrogen-doped graphitic layers deposited on silicon nanowires for efficient lithium-ion battery anodes,2011,The Journal of ?€?,ACS Publications,,13.67,21,6,9,"Nitrogen (N)-doped graphitic layers were deposited as shells on pregrown silicon nanowires by chemical vapor deposition. Graphite-like and pyridine-like structures were selectively chosen for 3 and 10% N doping, respectively. Increasing the thickness of the undoped ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2275,121,"M Safari, C Delacourt",Simulation-based analysis of aging phenomena in a commercial graphite/LiFePO4 cell,2011,Journal of The Electrochemical Society,iopscience.iop.org,,13.44,61,2,9,"?€? Moreover, the growth of solid-electrolyte interphase (SEI) at the graphite electrode under storage conditions is simulated in order to refine the solvent-reduction kinetic parameters and solvent diffusion coefficient in the SEI layer ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
2276,118,"Y Liang, L Ji, B Guo, Z Lin, Y Yao, Y Li?€?",?€? and electrochemical characterization of ionic-conducting lithium lanthanum titanate oxide/polyacrylonitrile submicron composite fiber-based lithium-ion battery ?€?,2011,Journal of Power ?€?,Elsevier,,13.11,17,7,9,Lithium lanthanum titanate oxide (LLTO)/polyacrylonitrile (PAN) submicron composite fiber-based membranes were prepared by electrospinning dispersions of LLTO ceramic particles in PAN solutions. These ionic-conducting LLTO/PAN composite fiber-based membranes can ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2277,117,"MA Roscher, OS Bohlen?€?",Reliable state estimation of multicell lithium-ion battery systems,2011,IEEE Transactions on ?€?,ieeexplore.ieee.org,,13,39,3,9,"Lithium-ion (Li-ion) batteries are nowadays the best tradeoff between performance, cost, and lifetime to store electric power and energy effectively. The reliable determination of the batteries' instantaneous power capability and energy content is mandatory for many mobile ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2278,114,"FF Cao, YG Guo, LJ Wan",Better lithium-ion batteries with nanocable-like electrode materials,2011,Energy & Environmental Science,pubs.rsc.org,,12.67,38,3,9,"?€? Fei-Fei Cao , Yu-Guo Guo * and Li-Jun Wan * Beijing National Laboratory for Molecular Sciences, Institute of Chemistry, Chinese Academy of Sciences (CAS ?€? Lithium-ion battery constitutes one of the most popular energy sources which powers current electronic instruments ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
2279,114,"FF Cao, YG Guo, LJ Wan",Better lithium-ion batteries with nanocable-like electrode materials,2011,Energy & Environmental Science,pubs.rsc.org,,12.67,38,3,9,"?€? 33?€?37 Generally, the SEI layer is formed due to the reduction of electrolyte on the surface of the electrode materials. 36 ?€? Thus a thin and stable SEI layer is highly required for achieving good electrochemical properties of LIBs. Electrode ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
2280,112,"JK Stark, Y Ding, PA Kohl",Dendrite-free electrodeposition and reoxidation of lithium-sodium alloy for metal-anode battery,2011,Journal of The Electrochemical ?€?,iopscience.iop.org,,12.44,37,3,9,?€? the electrolyte. Vinylene carbonate (VC) was added to the N 1114 -TFSI to form a stable SEI layer. Cyclic voltammetry and ?€? self-discharge. The SEI layer is formed using the electrolyte itself or an additive in the electrolyte. 12?€?14 SEI ?€?,TRUE,FALSE,TRUE,FALSE,TRUE
2281,112,"S Xun, X Song, L Wang, ME Grass, Z Liu?€?",The effects of native oxide surface layer on the electrochemical performance of Si nanoparticle-based electrodes,2011,Journal of The ?€?,iopscience.iop.org,,12.44,19,6,9,"?€? The irreversible capacity is mainly caused by the reduction of electrolyte on the electrode surface to form an SEI layer. In this case, all the particles possess a native SiO 2 layer with different thickness. Thus, the first concern is ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
2282,109,"GM Koenig Jr, I Belharouak, H Deng, YK Sun?€?",Composition-tailored synthesis of gradient transition metal precursor particles for lithium-ion battery cathode materials,2011,Chemistry of ?€?,ACS Publications,,12.11,22,5,9,We report the tailored synthesis of particles with internal gradients in transition metal composition aided by the use of a general process model. Tailored synthesis of transition metal particles was achieved using a coprecipitation reaction with tunable control over the ?€?,FALSE,TRUE,FALSE,FALSE,FALSE
2283,106,"X Xiao, P Liu, JS Wang, MW Verbrugge?€?",Vertically aligned graphene electrode for lithium ion battery with high rate capability,2011,Electrochemistry ?€?,Elsevier,,11.78,21,5,9,"In this paper, we demonstrated that the high rate capability of electrode can be achieved by engineering the existing electrode materials. A simple approach has been developed to align the graphene nanosheet vertically on current collector, which not only facilitates both ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
2284,105,"Z Hong, X Zheng, X Ding, L Jiang, M Wei?€?",Complex spinel titanate nanowires for a high rate lithium-ion battery,2011,Energy & Environmental ?€?,pubs.rsc.org,,11.67,18,6,9,"Complex spinel titanate Li2MTi3O8 (M= Co, Zn, Co0. 5Zn0. 5) nanowires have been synthesized via a simple synthetic route using titanate nanowires as a precursor. The nanowires are highly crystalline and have been used for the first time as the anode material ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2285,105,"M Dalal, J Ma, D He",Lithium-ion battery life prognostic health management system using particle filtering framework,2011,"?€? Engineers, Part O: Journal of Risk and ?€?",journals.sagepub.com,,11.67,35,3,9,"In this paper, a detailed implementation of a lithium-ion battery life prognostic system using a particle filtering framework is presented. A lumped parameter battery model is used to account for all the dynamic characteristics of the battery: a non-linear open-circuit voltage ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2286,102,"H Li, YM Chen, XT Ma, JL Shi, BK Zhu?€?",Gel polymer electrolytes based on active PVDF separator for lithium ion battery. I: Preparation and property of PVDF/poly (dimethylsiloxane) blending membrane,2011,Journal of membrane ?€?,Elsevier,,11.33,17,6,9,This work explores the ?€?active?€? separator that can be activated into gel or polymer electrolyte membrane. The active nature and easier processing property make the separator more applicable in assembling batteries. To improve the activeness of PVDF based separators ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2287,101,"K Tasaki, A Goldberg, M Winter",On the difference in cycling behaviors of lithium-ion battery cell between the ethylene carbonate-and propylene carbonate-based electrolytes,2011,Electrochimica Acta,Elsevier,,11.22,34,3,9,Density functional theory (DFT) calculations and classical molecular dynamics (MD) simulations have been performed to gain insight into the difference in cycling behaviors between the ethylene carbonate (EC)-based and the propylene carbonate (PC)-based ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
2288,99,"R Srinivasan, BG Carkhuff, MH Butler, AC Baisden",Instantaneous measurement of the internal temperature in lithium-ion rechargeable cells,2011,Electrochimica Acta,Elsevier,,11,25,4,9,"?€? 2. Impedance, phase shift and the SEI layer. There is a large body of work describing the impedance characteristics of Li-ion cells in the general literature. In a 2002 report [18], Munichandraiah et al ?€? 4.3. The Z anode , R s , temperature and the SEI layer ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2289,98,"J Li, Y Zhao, N Wang, L Guan",A high performance carrier for SnO 2 nanoparticles used in lithium ion battery,2011,Chemical Communications,pubs.rsc.org,,10.89,25,4,9,"Ferrocene-encapsulated single-walled carbon nanotubes (Fc@ SWNTs) are developed as carriers for attaching SnO2. When Fc@ SWNTs coated with SnO2 nanoparticles were used as anode material in lithium ion batteries, the reversible capacity remained over 900 mA hg ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2290,98,"M Einhorn, FV Conte, C Kral?€?",A method for online capacity estimation of lithium ion battery cells using the state of charge and the transferred charge,2011,IEEE Transactions on ?€?,ieeexplore.ieee.org,,10.89,25,4,9,"In this paper, a method to estimate the capacity of individual lithium ion battery cells during operation is presented. When having two different states of charge of a battery cell as well as the transferred charge between these two states, the capacity of the battery cell can be ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
2291,97,"Z Yu, X Zhang, G Yang, J Liu, J Wang, R Wang?€?",High rate capability and long-term cyclability of Li4Ti4. 9V0. 1O12 as anode material in lithium ion battery,2011,Electrochimica ?€?,Elsevier,,10.78,14,7,9,"Abstract Li 4 Ti 4.9 V 0.1 O 12 nanometric powders were synthesized via a facile solid-state reaction method under inert atmosphere. XRD analyses demonstrated that the V-ions successfully entered the structure of cubic spinel-type Li 4 Ti 5 O 12 (LTO), reduced the ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
2292,95,"M Mancini, F Nobili, R Tossici?€?","High performance, environmentally friendly and low cost anodes for lithium-ion battery based on TiO2 anatase and water soluble binder carboxymethyl cellulose",2011,Journal of Power ?€?,Elsevier,,10.56,24,4,9,The challenge of producing lithium-ion batteries meeting performance requirements and low environmental impact is strictly related to the choice of materials as well as to the manufacturing processes. Most electrodes are currently prepared using poly (vinilydene ?€?,FALSE,FALSE,TRUE,FALSE,TRUE
2293,95,"B Zhang, ZD Huang, SW Oh, JK Kim",Improved rate capability of carbon coated Li3. 9Sn0. 1Ti5O12 porous electrodes for Li-ion batteries,2011,Journal of power sources,Elsevier,,10.56,24,4,9,?€? Improved rate capability of carbon coated Li 3.9 Sn 0.1 Ti 5 O 12 porous electrodes for Li-ion batteries. Author links open overlay panelBiaoZhangZhen-DongHuangSei WoonOh ?€? A thin layer of amorphous carbon is coated on the doped particles that contain numerous nanopores ?€?,FALSE,FALSE,FALSE,FALSE,TRUE
2294,88,"RN Methekar, PWC Northrop, K Chen?€?",Kinetic Monte Carlo simulation of surface heterogeneity in graphite anodes for lithium-ion batteries: passive layer formation,2011,Journal of The ?€?,iopscience.iop.org,,9.78,22,4,9,"?€? In this paper, Kinetic Monte Carlo (KMC) simulation is applied to explore the formation of the passive SEI layer in the tangential direction of the lithium-ion intercalation in a graphite anode ?€? This enables an exploration of passive SEI layer formation and capacity fade ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2295,88,"YS Kim, TH Kim, H Lee, HK Song",Electronegativity-induced enhancement of thermal stability by succinonitrile as an additive for Li ion batteries,2011,Energy & Environmental Science,pubs.rsc.org,,9.78,22,4,9,"?€? discharge cycling. The formation of a SEI layer caused by reductive decomposition reactions during the first charging was investigated by a curve of dQ/dV versus V, where Q = charge or capacity and V = potential. To investigate ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
2296,87,"D Chen, S Indris, M Schulz, B Gamer, R M??nig",In situ scanning electron microscopy on lithium-ion battery electrodes using an ionic liquid,2011,Journal of Power Sources,Elsevier,,9.67,17,5,9,We present an experimental platform that can be used for investigating lithium-ion batteries with very high spatial resolution. This in situ experiment runs inside a scanning electron microscope (SEM) and is able to track the morphology of an electrode including active and ?€?,FALSE,FALSE,FALSE,FALSE,TRUE
2297,84,"K Amine, Z Chen, Z Zhang, J Liu, W Lu, Y Qin?€?",Mechanism of capacity fade of MCMB/Li 1.1 [Ni 1/3 Mn 1/3 Co 1/3] 0.9 O 2 cell at elevated temperature and additives to improve its cycle life,2011,Journal of Materials ?€?,pubs.rsc.org,,9.33,12,7,9,"?€? To confirm the negative effect of Mn 2+ dissolution on the SEI layer at the carbon anode, we investigated the cycle life of a Li 4 Ti 5 O 12 (LTO)/NMC cell together with a MCMB/NMC cell, and the results are shown in Fig. 3. Unlike ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2298,82,"MA McArthur, S Trussler, JR Dahn",In situ investigations of SEI layer growth on electrode materials for lithium-ion batteries using spectroscopic ellipsometry,2011,Journal of the ?€?,iopscience.iop.org,,9.11,27,3,9,Thin film electrodes of a-Si and TiN were prepared by magnetron sputtering for use with a custom-designed tubular in-situ spectroscopic ellipsometry (SE) electrochemical cell. Ellipsometric measurements on Li/a-Si in-situ cells with 0.1 M LiPF 6/EC: DEC (1: 2) ?€?,TRUE,FALSE,FALSE,FALSE,TRUE
2299,78,"A Guerfi, P Charest, M Dontigny, J Trottier?€?",SiOx?€?graphite as negative for high energy Li-ion batteries,2011,Journal of Power ?€?,Elsevier,,8.67,16,5,9,"?€? To further improve our comprehension on the SEI layer with SiO x and its mixture with graphite, two analysis methods will be used: ex situ SEM on cycled anodes with standard electrolyte, and in situ SEM during anode cycling ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
2300,77,"KH Lee, SW Song",One-Step Hydrothermal Synthesis of Mesoporous Anatase TiO2 Microsphere and Interfacial Control for Enhanced Lithium Storage Performance,2011,ACS Applied Materials & Interfaces,ACS Publications,,8.56,39,2,9,?€? The thermal decomposition of electrolyte and the solid electrolyte interphase (SEI) layer often reduce safety and durability of batteries.(19) Even though the SEI layer has been reported not to form on the high voltage titanium oxides operated over 1.0 V vs ?€?,TRUE,FALSE,FALSE,FALSE,FALSE
2301,74,"J ??wiatowska, V Lair, C Pereira-Nabais, G Cote?€?","XPS, XRD and SEM characterization of a thin ceria layer deposited onto graphite electrode for application in lithium-ion batteries",2011,Applied Surface ?€?,Elsevier,,8.22,15,5,9,?€? The reduction of the electrolyte occurs at about 0.7 V vs Li/Li + on both electrodes but XPS and SEM analyses show that the SEI layer is thin and not as homogenous on the graphite as on the graphite/ceria electrode ?€? Formation of solid electrolyte interphase (SEI) layer ?€?,TRUE,FALSE,FALSE,FALSE,TRUE
