Cites,Title,Year,Publisher,GSRank,CitesPerYear,CitesPerAuthor,AuthorCount,Age
22,Highly reversible ZnO@ ZIF–8-derived nitrogen-doped carbon in the presence of fluoroethylene carbonate for high-performance lithium-ion battery anode,2019,Elsevier,824,22,6,4,1
22,Designing polyolefin separators to minimize the impact of local compressive stresses on lithium ion battery performance,2018,iopscience.iop.org,856,11,7,3,2
22,Atomic layer deposition of alumina coatings onto SnS2 for lithium-ion battery applications,2017,Elsevier,860,7.33,3,8,3
22,ZnO nanoparticles encapsulated in three dimensional ordered macro-/mesoporous carbon as high-performance anode for lithium-ion battery,2018,Elsevier,884,11,4,5,2
22,Liquid rechargeable lithium ion battery,2013,Google Patents,988,3.14,22,1,7
22,Temperature dependence of inversion layer carrier concentration and hall mobility in 4H-SiC MOSFETs,2012,Trans Tech Publ,567,2.75,4,5,8
21,A safe and fast-charging lithium-ion battery anode using MXene supported Li 3 VO 4,2019,pubs.rsc.org,307,21,4,6,1
21,Sb2O3 modified PVDF-CTFE electrospun fibrous membrane as a safe lithium-ion battery separator,2019,Elsevier,609,21,4,5,1
21,Comparative study of methods for integrated model identification and state of charge estimation of lithium-ion battery,2018,Elsevier,698,10.5,4,5,2
21,Nano-Si/C microsphere with hollow double spherical interlayer and submicron porous structure to enhance performance for lithium-ion battery anode,2019,Elsevier,710,21,3,8,1
21,Synthesis and Electrochemical Performance of SnOx Quantum Dots@ UiO-66 Hybrid for Lithium Ion Battery Applications,2017,ACS Publications,772,7,4,5,3
21,Electrochemical-thermal modeling to evaluate active thermal management of a lithium-ion battery module,2017,Elsevier,938,7,7,3,3
21,Sustainable Preparation of LiNi1/3Co1/3Mn1/3O2–V2O5 Cathode Materials by Recycling Waste Materials of Spent Lithium-Ion Battery and Vanadium-Bearing …,2018,ACS Publications,951,10.5,4,6,2
21,Structure and solution dynamics of lithium methyl carbonate as a protective layer for lithium metal,2018,ACS Publications,305,10.5,4,6,2
20,Temperature uniformity of a heated lithium-ion battery cell in cold climate,2018,Elsevier,753,10,7,3,2
20,Enhancement in liberation of electrode materials derived from spent lithium-ion battery by pyrolysis,2018,Elsevier,761,10,3,7,2
20,One-step synthesis of SnCo nanoconfined in hierarchical carbon nanostructures for lithium ion battery anode,2017,pubs.rsc.org,763,6.67,2,10,3
20,Zr4+/F–co-doped TiO2 (anatase) as high performance anode material for lithium-ion battery,2018,Elsevier,807,10,5,4,2
20,Synergistic coupling effect of sodium and fluorine co-substitution on enhancing rate capability and cycling performance of Ni-rich cathode for lithium ion battery,2019,Elsevier,847,20,3,6,1
20,Probing the cooling effectiveness of phase change materials on lithium-ion battery thermal response under overcharge condition,2018,Elsevier,946,10,4,5,2
20,Preventing lithium ion battery failure during high temperatures by externally applied compression,2017,Elsevier,964,6.67,3,6,3
20,Aqueous additive for lithium ion batteries: promotes novel solid electrolyte interface (SEI) layer with overall cost reduction,2012,electrochemsci.org,21,2.5,7,3,8
20,Modeling of SEI layer growth and electrochemical impedance spectroscopy response using a thermal-electrochemical model of Li-ion batteries,2014,iopscience.iop.org,22,3.33,10,2,6
20,Dendrite‐Free Epitaxial Growth of Lithium Metal during Charging in Li–O2 Batteries,2018,Wiley Online Library,214,10,5,4,2
20,Role of Additives in Formation of Solid–Electrolyte Interfaces on Carbon Electrodes and their Effect on High‐Voltage Stability,2014,Wiley Online Library,495,3.33,5,4,6
19,Ambient‐Pressure Relithiation of Degraded LixNi0.5Co0.2Mn0.3O2 (0 < x < 1) via Eutectic Solutions for Direct Regeneration of Lithium‐Ion Battery Cathodes,2019,Wiley Online Library,644,19,5,4,1
19,Lithium fluoride recovery from cathode material of spent lithium-ion battery,2018,pubs.rsc.org,785,9.5,4,5,2
19,Biological phytic acid guided formation of monodisperse large-sized carbon@ LiFePO4/graphene composite microspheres for high-performance lithium-ion battery …,2018,Elsevier,836,9.5,2,8,2
19,SnO2 Functionalized Polyethylene Separator with Enhanced Thermal Stability for High Performance Lithium Ion Battery,2018,Wiley Online Library,841,9.5,2,8,2
19,Numerical study on tab dimension optimization of lithium-ion battery from the thermal safety perspective,2018,Elsevier,982,9.5,5,4,2
19,A study of the solid-electrolyte-interface (SEI) of ZnMn2O4: a conversion-type anode material for Li-ion batteries,2015,iopscience.iop.org,83,3.8,6,3,5
19,SEI-forming mechanism of 1-Fluoropropane-2-one in lithium-ion batteries,2012,Elsevier,611,2.38,4,5,8
18,Lithium ion battery,2015,Google Patents,565,3.6,5,4,5
18,Fabricating thin two-dimensional hollow tin dioxide/carbon nanocomposite for high-performance lithium-ion battery anode,2019,Elsevier,610,18,6,3,1
18,The effect of cell-to-cell variations and thermal gradients on the performance and degradation of lithium-ion battery packs,2019,Elsevier,648,18,4,5,1
18,Synthesis of mesoporous germanium phosphide microspheres for high-performance lithium-ion and sodium-ion battery anodes,2018,ACS Publications,729,9,5,4,2
18,Lithium-ion conductive coating layer on nickel rich layered oxide cathode material with improved electrochemical properties for Li-ion battery,2019,Elsevier,742,18,4,5,1
18,Application of the imidazolium ionic liquid based nano-particle decorated gel polymer electrolyte for high safety lithium ion battery,2018,Elsevier,771,9,3,7,2
18,Performance tuning of lithium ion battery cells with area-oversized graphite based negative electrodes,2018,Elsevier,800,9,6,3,2
18,Layer‐by‐Layer Synthesis of Thick Mesoporous TiO2 Films with Vertically Oriented Accessible Nanopores and Their Application for Lithium‐Ion Battery Negative …,2018,Wiley Online Library,889,9,4,5,2
18,High-rate and long-cycle life performance of nano-porous nano-silicon derived from mesoporous MCM-41 as an anode for lithium-ion battery,2019,Elsevier,947,18,6,3,1
18,Formation of an SEI on a LiMn2O4 cathode during room temperature charge–discharge cycling studied by soft X-ray absorption spectroscopy at the Fluorine K-edge,2011,Springer,80,2,4,5,9
18,Sub-bitstream applicability to nested SEI messages in video coding,2015,Google Patents,559,3.6,18,1,5
18,Transistors with semiconductor interconnection layers and semiconductor channel layers of different semiconductor materials,2016,Google Patents,837,4.5,5,4,4
18,Gas evolution from cathode materials: A pathway to solvent decomposition concomitant to SEI formation,2013,Elsevier,974,2.57,4,5,7
17,Data mining in lithium-ion battery cell production,2019,Elsevier,600,17,3,5,1
17,Cellulosic materials-enhanced sandwich structure-like separator via electrospinning towards safer lithium-ion battery,2019,Elsevier,625,17,4,4,1
17,Thermally stable and green cellulose-based composites strengthened by styrene-co-acrylate latex for lithium-ion battery separators,2019,Elsevier,714,17,3,5,1
17,Waste windshield-derived silicon/carbon nanocomposites as high-performance lithium-ion battery anodes,2018,nature.com,932,8.5,6,3,2
17,Study on the reduction roasting of spent LiNixCoyMnzO2 lithium-ion battery cathode materials,2019,Springer,945,17,3,6,1
17,A Mathematical model to study the effect of potential drop across the SEI layer on the capacity fading of a lithium ion battery,2015,Elsevier,28,3.4,6,3,5
17,Natural SEI-inspired dual-protective layers via atomic/molecular layer deposition for long-life metallic lithium anode,2019,Elsevier,66,17,3,6,1
17,An efficient interconnection unit composed of electron-transporting layer/metal/p-doped hole-transporting layer for tandem organic photovoltaics,2013,aip.scitation.org,580,2.43,3,5,7
16,A new 3D Dirac nodal-line semi-metallic graphene monolith for lithium ion battery anode materials,2018,pubs.rsc.org,637,8,3,5,2
16,"Highly lithium ion conductive, Al 2 O 3 decorated electrospun P (VDF-TrFE) membranes for lithium ion battery separators",2018,pubs.rsc.org,762,8,3,5,2
16,… with electrospun poly (vinylidene fluoride-co-hexafluoropropylene) and poly-m-phenyleneisophthalamide composite separator for high-safety lithium-ion battery,2019,Elsevier,959,16,3,6,1
16,Self-organized artificial SEI for improving the cycling ability of silicon-based battery anode materials,2013,koreascience.or.kr,79,2.29,3,5,7
16,SEI Growth and Depth Profiling on ZFO Electrodes by Soft X‐Ray Absorption Spectroscopy,2015,Wiley Online Library,390,3.2,4,4,5
15,Correlation between manganese dissolution and dynamic phase stability in spinel-based lithium-ion battery,2019,nature.com,225,15,2,9,1
15,Lithiation-aided conversion of end-of-life lithium-ion battery anodes to high-quality graphene and graphene oxide,2018,ACS Publications,473,7.5,3,5,2
15,Controllable nitrogen doping and specific surface from freestanding TiO2@ carbon nanofibers as anodes for lithium ion battery,2019,Elsevier,659,15,2,9,1
15,Robust polyimide nanofibrous membrane with porous-layer-coated morphology by in situ self-bonding and micro-crosslinking for lithium-ion battery separator,2018,pubs.rsc.org,911,7.5,2,7,2
15,Thermal degradation of solid electrolyte interphase (SEI) layers by phosphorus pentafluoride (PF5) attack,2017,iopscience.iop.org,57,5,3,6,3
15,Local structure and stability of SEI in graphite and ZFO electrodes probed by as K-edge absorption spectroscopy,2016,ACS Publications,101,3.75,4,4,4
15,Understanding the SEI Formation at Pristine Li‐Ion Cathodes: Chemisorption and Reaction of DEC on LiCoO2 Surfaces Studied by a Combined SXPS/HREELS …,2017,Wiley Online Library,527,5,4,4,3
15,Superoxide (electro) chemistry on well-defined surfaces in organic environments,2016,ACS Publications,570,3.75,4,4,4
14,Fabrication and electrochemical properties of LATP/PVDF composite electrolytes for rechargeable lithium-ion battery,2018,Elsevier,788,7,2,7,2
14,Superior full-cell cycling and rate performance achieved by carbon coated hollow Fe3O4 nanoellipsoids for lithium ion battery,2018,Elsevier,798,7,3,5,2
14,Thermal management investigation for lithium-ion battery module with different phase change materials,2017,pubs.rsc.org,987,4.67,2,8,3
14,Stable Na metal anode enabled by a reinforced multistructural SEI layer,2019,Wiley Online Library,5,14,2,6,1
14,Self-standing MgMoO4/Reduced graphene oxide nanosheet arrays for lithium and sodium ion storage,2017,Elsevier,512,4.67,2,6,3
14,"Wiring structure in a semiconductor device, method of forming the wiring structure, semiconductor device including the wiring structure and method of manufacturing …",2011,Google Patents,908,1.56,7,2,9
14,Perovskite Light‐Emitting Diodes with Improved Outcoupling Using a High‐Index Contrast Nanoarray,2019,Wiley Online Library,919,14,2,7,1
13,An enhanced multi-state estimation hierarchy for advanced lithium-ion battery management,2020,Elsevier,411,13,3,4,1
13,0D/2D (Fe0. 5Ni0. 5) S2/rGO nanocomposite with enhanced supercapacitor and lithium ion battery performance,2019,Elsevier,588,13,2,6,1
13,Fully integrated design of a stretchable solid‐state lithium‐ion full battery,2019,Wiley Online Library,630,13,3,5,1
13,Understanding the Exceptional Performance of Lithium‐Ion Battery Cathodes in Aqueous Electrolytes at Subzero Temperatures,2018,Wiley Online Library,662,6.5,7,2,2
13,Intrinsically safe gel polymer electrolyte comprising flame-retarding polymer matrix for lithium ion battery application,2018,ACS Publications,954,6.5,3,5,2
13,Wet-chemical synthesized MCMB@ Si@ C microspheres for high-performance lithium-ion battery anodes,2018,pubs.rsc.org,989,6.5,2,7,2
13,Mixed lithium oxynitride/oxysulfide as an interphase protective layer to stabilize lithium anodes for high-performance lithium–sulfur batteries,2018,ACS Publications,395,6.5,2,6,2
13,Lithium Depletion and the Rechargeability of Li–O2 Batteries in Ether and Carbonate Electrolytes,2015,Wiley Online Library,568,2.6,4,3,5
12,Probing and suppressing voltage fade of Li-rich Li1. 2Ni0. 13Co0. 13Mn0. 54O2 cathode material for lithium-ion battery,2019,Elsevier,466,12,2,8,1
12,Aramid nanofibers/polyphenylene sulfide nonwoven composite separator fabricated through a facile papermaking method for lithium ion battery,2019,Elsevier,965,12,2,7,1
12,Effects of combinatorial AlCl3 and pyrrole on the SEI formation and electrochemical performance of Li electrode,2013,Elsevier,466,1.71,3,4,7
12,Centimeter-Scale Periodically Corrugated Few-Layer 2D MoS2 with Tensile Stretch-Driven Tunable Multifunctionalities,2018,ACS Publications,485,6,2,5,2
11,Analysis of electrolyte imbibition through lithium-ion battery electrodes,2019,Elsevier,509,11,2,5,1
11,Development of a degradation-conscious physics-based lithium-ion battery model for use in power system planning studies,2019,Elsevier,852,11,2,5,1
11,Hierarchical MnO@ C hollow nanospheres for advanced lithium-ion battery anodes,2018,ACS Publications,878,5.5,2,5,2
11,EIS and XPS investigation on SEI layer formation during first discharge on graphite electrode with a vinylene carbonate doped imidazolium based ionic liquid …,2018,ACS Publications,39,5.5,4,3,2
11,Transition metal speciation as a degradation mechanism with the formation of a solid-electrolyte interphase (SEI) in Ni-rich transition metal oxide cathodes,2018,pubs.rsc.org,78,5.5,2,5,2
11,Reduced Shuttle Effect of Lithium− sulfur Batteries by using a Simple Graphite‐Modified Separator with a Preformed SEI Film,2018,Wiley Online Library,432,5.5,2,6,2
11,The impact of initial SEI formation conditions on strain‐induced capacity losses in silicon electrodes,2019,Wiley Online Library,484,11,4,3,1
11,Peak position differences observed during XPS sputter depth profiling of the SEI on lithiated and delithiated carbon-based anode material for Li-ion batteries,2017,Elsevier,583,3.67,4,3,3
10,One-step hydrothermal synthesis of 2D WO3 nanoplates@ graphene nanocomposite with superior anode performance for lithium ion battery,2019,Elsevier,916,10,1,8,1
10,Towards a better understanding of vinylene carbonate derived SEI-layers by synthesis of reduction compounds,2019,Elsevier,71,10,2,5,1
10,Surface Reaction of LiCoO2/Li System under High-Voltage Conditions by X-ray Spectroscopy and Two-Dimensional Correlation Spectroscopy (2D-COS),2011,osapublishing.org,576,1.11,2,6,9
10,An X-ray photoelectron spectroscopy study of the electrochemical behaviour of iron molybdate thin films in lithium and sodium cells,2017,Elsevier,623,3.33,2,5,3
10,In‐Situ Electrochemical SHINERS Investigation of SEI Composition on Carbon‐Coated Zn0.9Fe0.1O Anode for Lithium‐Ion Batteries,2019,Wiley Online Library,829,10,3,4,1
